Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1984,Sarajevo,Skating,Speed skating,SWE,Men,5000M,Gold,"GUSTAFSON, Tomas"
1984,Sarajevo,Skating,Speed skating,URS,Men,10000M,Gold,"MALKOV, Igor"
1984,Sarajevo,Skating,Speed skating,URS,Men,1000M,Silver,"KHLEBNIKOV, Sergey"
1984,Sarajevo,Skating,Speed skating,URS,Men,1500M,Bronze,"BOZHYEV, Oleg"
1984,Sarajevo,Skating,Speed skating,URS,Men,1500M,Silver,"KHLEBNIKOV, Sergey"
1984,Sarajevo,Skating,Speed skating,URS,Men,5000M,Silver,"MALKOV, Igor"
1984,Sarajevo,Skating,Speed skating,URS,Men,500M,Gold,"FOKICHEV, Sergey"
1984,Sarajevo,Skating,Speed skating,URS,Women,1000M,Bronze,"PETRUSEVA, Natalya"
1984,Sarajevo,Skating,Speed skating,URS,Women,1500M,Bronze,"PETRUSEVA, Natalya"
1984,Sarajevo,Skating,Speed skating,URS,Women,500M,Bronze,"SHIVE, Natalya"
1984,Sarajevo,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze,"STEINER, Anton"
1984,Sarajevo,Skiing,Alpine Skiing,FRA,Men,Slalom,Bronze,"BOUVET, Didier"
1984,Sarajevo,Skiing,Alpine Skiing,FRA,Women,Giant Slalom,Bronze,"PELEN, Perrine"
1984,Sarajevo,Skiing,Alpine Skiing,FRA,Women,Slalom,Silver,"PELEN, Perrine"
1984,Sarajevo,Skiing,Alpine Skiing,ITA,Women,Slalom,Gold,"MAGONI, Paoletta"
1984,Sarajevo,Skiing,Alpine Skiing,LIE,Men,Giant Slalom,Bronze,"WENZEL, Andreas"
1984,Sarajevo,Skiing,Alpine Skiing,LIE,Women,Slalom,Bronze,"KONZETT, Ursula"
1984,Sarajevo,Skiing,Alpine Skiing,SUI,Men,Downhill,Silver,"MÜLLER, Peter"
1984,Sarajevo,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Gold,"JULEN, Max"
1984,Sarajevo,Skiing,Alpine Skiing,SUI,Women,Downhill,Gold,"FIGINI, Michela"
1984,Sarajevo,Skiing,Alpine Skiing,SUI,Women,Downhill,Silver,"WALLISER, Maria"
1984,Sarajevo,Skiing,Alpine Skiing,TCH,Women,Downhill,Bronze,"CHARVATOVA, Olga"
1984,Sarajevo,Skiing,Alpine Skiing,USA,Men,Downhill,Gold,"JOHNSON, William"
1984,Sarajevo,Skiing,Alpine Skiing,USA,Men,Slalom,Gold,"MAHRE, Phillip"
1984,Sarajevo,Skiing,Alpine Skiing,USA,Men,Slalom,Silver,"MAHRE, Steven"
1984,Sarajevo,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Gold,"ARMSTRONG, Debbie"
1984,Sarajevo,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Silver,"COOPER, Christin"
1984,Sarajevo,Skiing,Alpine Skiing,YUG,Men,Giant Slalom,Silver,"FRANKO, Jure"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Men,15KM,Bronze,"KIRVESNIEMI, Harri"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Men,15KM,Silver,"KARVONEN, Aki"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Men,50KM,Bronze,"KARVONEN, Aki"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Women,10KM,Gold,"KIRVESNIEMI, Marja-Liisa"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Women,20KM,Gold,"KIRVESNIEMI, Marja-Liisa"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Women,5KM,Gold,"KIRVESNIEMI, Marja-Liisa"
1984,Sarajevo,Skiing,Cross Country Skiing,NOR,Women,10KM,Bronze,"PETTERSEN, Brit"
1984,Sarajevo,Skiing,Cross Country Skiing,NOR,Women,20KM,Bronze,"JAHREN, Anne"
1984,Sarajevo,Skiing,Cross Country Skiing,NOR,Women,5KM,Silver,"AUNLI, Berit"
1984,Sarajevo,Skiing,Cross Country Skiing,SWE,Men,15KM,Gold,"SVAN, Gunde Anders"
1984,Sarajevo,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Bronze,"SVAN, Gunde Anders"
1984,Sarajevo,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold,"WASSBERG, Thomas"
1984,Sarajevo,Skiing,Cross Country Skiing,SWE,Men,50KM,Silver,"SVAN, Gunde Anders"
1984,Sarajevo,Skiing,Cross Country Skiing,TCH,Women,5KM,Bronze,"JERIOVA, Kvetoslava"
1984,Sarajevo,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Gold,"ZIMYATOV, Nikolay"
1984,Sarajevo,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Silver,"ZAVYALOV, Aleksandr"
1984,Sarajevo,Skiing,Cross Country Skiing,URS,Women,10KM,Silver,"SMETANINA, Raisa"
1984,Sarajevo,Skiing,Cross Country Skiing,URS,Women,20KM,Silver,"SMETANINA, Raisa"
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Bronze,FIN
1984,Sarajevo,Skiing,Cross Country Skiing,FIN,Women,4X5KM Relay,Bronze,FIN
1984,Sarajevo,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Gold,NOR
1984,Sarajevo,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold,SWE
1984,Sarajevo,Skiing,Cross Country Skiing,TCH,Women,4X5KM Relay,Silver,TCH
1984,Sarajevo,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Silver,URS
1984,Sarajevo,Skiing,Nordic Combined,FIN,Men,Individual,Bronze,"YLIPULLI, Jukka"
1984,Sarajevo,Skiing,Nordic Combined,FIN,Men,Individual,Silver,"KARJALAINEN, Jouko"
1984,Sarajevo,Skiing,Nordic Combined,NOR,Men,Individual,Gold,"SANDBERG, Tom"
1984,Sarajevo,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Gold,"NYKANEN, Matti"
1984,Sarajevo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Bronze,"PUIKKONEN, Jari"
1984,Sarajevo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Silver,"NYKANEN, Matti"
1984,Sarajevo,Skiing,Ski Jumping,GDR,Men,K120 Individual (90M),Silver,"WEISSFLOG, Jens"
1984,Sarajevo,Skiing,Ski Jumping,GDR,Men,K90 Individual (70M),Gold,"WEISSFLOG, Jens"
1984,Sarajevo,Skiing,Ski Jumping,TCH,Men,K120 Individual (90M),Bronze,"PLOC, Pavel"
1988,Calgary,Biathlon,Biathlon,GDR,Men,10KM,Gold,"ROETSCH, Frank-Peter"
1988,Calgary,Biathlon,Biathlon,GDR,Men,20KM,Gold,"ROETSCH, Frank-Peter"
1988,Calgary,Biathlon,Biathlon,ITA,Men,20KM,Bronze,"PASSLER, Johann"
1988,Calgary,Biathlon,Biathlon,URS,Men,10KM,Bronze,"TCHEPIKOV, Sergei"
1988,Calgary,Biathlon,Biathlon,URS,Men,10KM,Silver,"MEDVEDTSEV, Valery"
1988,Calgary,Biathlon,Biathlon,URS,Men,20KM,Silver,"MEDVEDTSEV, Valery"
1988,Calgary,Biathlon,Biathlon,FRG,Men,4X7.5KM Relay,Silver,FRG
1988,Calgary,Biathlon,Biathlon,ITA,Men,4X7.5KM Relay,Bronze,ITA
1988,Calgary,Biathlon,Biathlon,URS,Men,4X7.5KM Relay,Gold,URS
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Four-Man,Silver,GDR
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Two-Man,Bronze,GDR
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Two-Man,Silver,GDR
1988,Calgary,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Gold,SUI
1988,Calgary,Bobsleigh,Bobsleigh,URS,Men,Four-Man,Bronze,URS
1988,Calgary,Bobsleigh,Bobsleigh,URS,Men,Two-Man,Gold,URS
1988,Calgary,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Silver,FIN
1988,Calgary,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Bronze,SWE
1988,Calgary,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold,URS
1988,Calgary,Luge,Luge,FRG,Men,Singles,Silver,"HACKL, Georg"
1988,Calgary,Luge,Luge,GDR,Men,Singles,Gold,"MUELLER, Jens"
1988,Calgary,Luge,Luge,GDR,Women,Singles,Bronze,"SCHMIDT, Cerstin"
1988,Calgary,Luge,Luge,GDR,Women,Singles,Gold,"WALTER, Steffi"
1988,Calgary,Luge,Luge,GDR,Women,Singles,Silver,"OBERHOFFNER, Ute"
1988,Calgary,Luge,Luge,URS,Men,Singles,Bronze,"KHARCHENKO, Yury"
1988,Calgary,Luge,Luge,FRG,Men,Doubles,Bronze,FRG
1988,Calgary,Luge,Luge,GDR,Men,Doubles,Gold,GDR
1988,Calgary,Luge,Luge,GDR,Men,Doubles,Silver,GDR
1988,Calgary,Skating,Figure skating,CAN,Men,Ice Dancing,Bronze,"MCCALL, Robert"
1988,Calgary,Skating,Figure skating,CAN,Men,Individual,Silver,"ORSER, Brian"
1988,Calgary,Skating,Figure skating,CAN,Women,Ice Dancing,Bronze,"WILSON, Tracy"
1988,Calgary,Skating,Figure skating,CAN,Women,Individual,Silver,"MANLEY, Elizabeth"
1988,Calgary,Skating,Figure skating,GDR,Women,Individual,Gold,"WITT, Katarina"
1988,Calgary,Skating,Figure skating,URS,Men,Ice Dancing,Gold,"BUKIN, Andrey"
1988,Calgary,Skating,Figure skating,URS,Men,Ice Dancing,Silver,"PONOMARENKO, Sergey"
1988,Calgary,Skating,Figure skating,URS,Men,Individual,Bronze,"PETRENKO, Viktor"
1988,Calgary,Skating,Figure skating,URS,Men,Pairs,Gold,"GRINKOV, Sergey"
1988,Calgary,Skating,Figure skating,URS,Men,Pairs,Silver,"VASILYEV, Oleg"
1988,Calgary,Skating,Figure skating,URS,Women,Ice Dancing,Gold,"BESTEMYANOVA, Natalya"
1988,Calgary,Skating,Figure skating,URS,Women,Ice Dancing,Silver,"KLIMOVA, Marina"
1988,Calgary,Skating,Figure skating,URS,Women,Pairs,Gold,"GORDEYEVA, Yekaterina"
1988,Calgary,Skating,Figure skating,URS,Women,Pairs,Silver,"VALOVA, Yelena"
1988,Calgary,Skating,Figure skating,USA,Men,Individual,Gold,"BOITANO, Brian"
1988,Calgary,Skating,Figure skating,USA,Men,Pairs,Bronze,"OPPEGARD, Peter"
1988,Calgary,Skating,Figure skating,USA,Women,Individual,Bronze,"THOMAS, Debra"
1988,Calgary,Skating,Figure skating,USA,Women,Pairs,Bronze,"WATSON, Jill"
1988,Calgary,Skating,Speed skating,AUT,Men,10000M,Silver,"HADSCHIEFF, Michael"
1988,Calgary,Skating,Speed skating,AUT,Men,1500M,Bronze,"HADSCHIEFF, Michael"
1988,Calgary,Skating,Speed skating,GDR,Men,1000M,Silver,"MEY, Uwe-Jens"
1988,Calgary,Skating,Speed skating,GDR,Men,1500M,Gold,"HOFFMANN, Andre"
1988,Calgary,Skating,Speed skating,GDR,Men,500M,Gold,"MEY, Uwe-Jens"
1988,Calgary,Skating,Speed skating,GDR,Women,1000M,Gold,"LUDING, Christa"
1988,Calgary,Skating,Speed skating,GDR,Women,1000M,Silver,"KANIA, Karin"
1988,Calgary,Skating,Speed skating,GDR,Women,1500M,Bronze,"EHRIG, Andrea"
1988,Calgary,Skating,Speed skating,GDR,Women,1500M,Silver,"KANIA, Karin"
1988,Calgary,Skating,Speed skating,GDR,Women,3000M,Bronze,"ZANGE, Gabi"
1988,Calgary,Skating,Speed skating,GDR,Women,3000M,Silver,"EHRIG, Andrea"
1988,Calgary,Skating,Speed skating,GDR,Women,5000M,Bronze,"ZANGE, Gabi"
1988,Calgary,Skating,Speed skating,GDR,Women,5000M,Silver,"EHRIG, Andrea"
1988,Calgary,Skating,Speed skating,GDR,Women,500M,Bronze,"KANIA, Karin"
1988,Calgary,Skating,Speed skating,GDR,Women,500M,Silver,"LUDING, Christa"
1988,Calgary,Skating,Speed skating,JPN,Men,500M,Bronze,"KUROIWA, Akira"
1988,Calgary,Skating,Speed skating,NED,Men,10000M,Bronze,"VISSER, Leo"
1988,Calgary,Skating,Speed skating,NED,Men,5000M,Bronze,"KEMKERS, Gerard"
1988,Calgary,Skating,Speed skating,NED,Men,5000M,Silver,"VISSER, Leo"
1988,Calgary,Skating,Speed skating,NED,Men,500M,Silver,"YKEMA, Jan"
1988,Calgary,Skating,Speed skating,NED,Women,1500M,Gold,"VAN GENNIP, Yvonne"
1988,Calgary,Skating,Speed skating,NED,Women,3000M,Gold,"VAN GENNIP, Yvonne"
1988,Calgary,Skating,Speed skating,NED,Women,5000M,Gold,"VAN GENNIP, Yvonne"
1988,Calgary,Skating,Speed skating,SWE,Men,10000M,Gold,"GUSTAFSON, Tomas"
1988,Calgary,Skating,Speed skating,SWE,Men,5000M,Gold,"GUSTAFSON, Tomas"
1988,Calgary,Skating,Speed skating,URS,Men,1000M,Bronze,"ZHELEZOVSKY, Igor"
1988,Calgary,Skating,Speed skating,URS,Men,1000M,Gold,"GULYAEV, Nikolay"
1988,Calgary,Skating,Speed skating,USA,Men,1500M,Silver,"FLAIM, Eric"
1988,Calgary,Skating,Speed skating,USA,Women,1000M,Bronze,"BLAIR, Bonnie"
1988,Calgary,Skating,Speed skating,USA,Women,500M,Gold,"BLAIR, Bonnie"
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Gold,"STROLZ, Hubert"
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Silver,"GSTREIN, Bernhard"
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver,"STROLZ, Hubert"
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Super-G,Silver,"MAYER, Helmut"
1988,Calgary,Skiing,Alpine Skiing,AUT,Women,Alpine Combined,Gold,"WACHTER, Anita"
1988,Calgary,Skiing,Alpine Skiing,AUT,Women,Super-G,Gold,"WOLF, Sigrid"
1988,Calgary,Skiing,Alpine Skiing,CAN,Women,Downhill,Bronze,"PERCY, Karen"
1988,Calgary,Skiing,Alpine Skiing,CAN,Women,Super-G,Bronze,"PERCY, Karen"
1988,Calgary,Skiing,Alpine Skiing,FRA,Men,Downhill,Bronze,"PICCARD, Franck"
1988,Calgary,Skiing,Alpine Skiing,FRA,Men,Super-G,Gold,"PICCARD, Franck"
1988,Calgary,Skiing,Alpine Skiing,FRG,Men,Slalom,Silver,"WÖRNDL, Frank"
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Downhill,Gold,"KIEHL, Marina"
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Giant Slalom,Silver,"KINSHOFER GUETHLEIN, Christa"
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Slalom,Bronze,"KINSHOFER GUETHLEIN, Christa"
1988,Calgary,Skiing,Alpine Skiing,ITA,Men,Giant Slalom,Gold,"TOMBA, Alberto"
1988,Calgary,Skiing,Alpine Skiing,ITA,Men,Slalom,Gold,"TOMBA, Alberto"
1988,Calgary,Skiing,Alpine Skiing,LIE,Men,Slalom,Bronze,"FROMMELT, Paul"
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Alpine Combined,Bronze,"ACCOLA, Paul"
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Downhill,Gold,"ZURBRIGGEN, Pirmin"
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Downhill,Silver,"MÜLLER, Peter"
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Bronze,"ZURBRIGGEN, Pirmin"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Alpine Combined,Bronze,"WALLISER, Maria"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Alpine Combined,Silver,"OERTLI, Brigitte"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Downhill,Silver,"OERTLI, Brigitte"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Bronze,"WALLISER, Maria"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Gold,"SCHNEIDER, Vreni"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Slalom,Gold,"SCHNEIDER, Vreni"
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Super-G,Silver,"FIGINI, Michela"
1988,Calgary,Skiing,Alpine Skiing,SWE,Men,Super-G,Bronze,"ERIKSSON, Lars-Börje"
1988,Calgary,Skiing,Alpine Skiing,YUG,Women,Slalom,Silver,"SVET, Mateja"
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,10KM,Bronze,"MATIKAINEN, Marjo"
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,5KM,Gold,"MATIKAINEN, Marjo"
1988,Calgary,Skiing,Cross Country Skiing,ITA,Men,50KM,Silver,"DE ZOLT, Maurilio"
1988,Calgary,Skiing,Cross Country Skiing,NOR,Men,15KM,Silver,"MIKKELSPLASS, Paal Gunnar"
1988,Calgary,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Bronze,"ULVANG, Vegard"
1988,Calgary,Skiing,Cross Country Skiing,SUI,Men,50KM,Bronze,"GRÜNENFELDER, Andi"
1988,Calgary,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold,"SVAN, Gunde Anders"
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,15KM,Bronze,"SMIRNOV, Vladimir"
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,15KM,Gold,"DEVYATYAROV, Mikhail"
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Gold,"PROKOUROROV, Alexei"
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Silver,"SMIRNOV, Vladimir"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,10KM,Gold,"VENCIENE, Vida"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,10KM,Silver,"SMETANINA, Raisa"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Bronze,"SMETANINA, Raisa"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Gold,"TIKHONOVA, Tamara"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Silver,"REZTSOVA, Anfisa"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,5KM,Bronze,"VENCIENE, Vida"
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,5KM,Silver,"TIKHONOVA, Tamara"
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,4X5KM Relay,Bronze,FIN
1988,Calgary,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver,NOR
1988,Calgary,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold,SWE
1988,Calgary,Skiing,Cross Country Skiing,TCH,Men,4X10KM Relay,Bronze,TCH
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Silver,URS
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,4X5KM Relay,Gold,URS
1988,Calgary,Skiing,Nordic Combined,AUT,Men,Individual,Silver,"SULZENBACHER, Klaus"
1988,Calgary,Skiing,Nordic Combined,SUI,Men,Individual,Gold,"KEMPF, Hippolyt"
1988,Calgary,Skiing,Nordic Combined,URS,Men,Individual,Bronze,"LEVANDI, Allar"
1988,Calgary,Skiing,Nordic Combined,AUT,Men,Team,Bronze,AUT
1988,Calgary,Skiing,Nordic Combined,FRG,Men,Team,Gold,FRG
1988,Calgary,Skiing,Nordic Combined,SUI,Men,Team,Silver,SUI
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Gold,"NYKANEN, Matti"
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold,"NYKANEN, Matti"
1988,Calgary,Skiing,Ski Jumping,NOR,Men,K120 Individual (90M),Silver,"JOHNSEN, Erik"
1988,Calgary,Skiing,Ski Jumping,TCH,Men,K90 Individual (70M),Bronze,"MALEC, Jiri"
1988,Calgary,Skiing,Ski Jumping,TCH,Men,K90 Individual (70M),Silver,"PLOC, Pavel"
1988,Calgary,Skiing,Ski Jumping,YUG,Men,K120 Individual (90M),Bronze,"DEBELAK, Matjaz"
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K120 Team (90M),Gold,FIN
1988,Calgary,Skiing,Ski Jumping,NOR,Men,K120 Team (90M),Bronze,NOR
1988,Calgary,Skiing,Ski Jumping,YUG,Men,K120 Team (90M),Silver,YUG
1992,Albertville,Biathlon,Biathlon,CAN,Women,15KM,Bronze,"BEDARD, Myriam"
1992,Albertville,Biathlon,Biathlon,EUN,Men,20KM,Gold,"REDKIN, Yevgeny"
1992,Albertville,Biathlon,Biathlon,EUN,Women,15KM,Silver,"PECHERSKAYA, Svetlana"
1992,Albertville,Biathlon,Biathlon,EUN,Women,7.5KM,Bronze,"BELOVA, Yelena"
1992,Albertville,Biathlon,Biathlon,EUN,Women,7.5KM,Gold,"REZTSOVA, Anfisa"
1992,Albertville,Biathlon,Biathlon,FIN,Men,10KM,Bronze,"ELORANTA, Harri"
1992,Albertville,Biathlon,Biathlon,GER,Men,10KM,Gold,"KIRCHNER, Mark"
1992,Albertville,Biathlon,Biathlon,GER,Men,10KM,Silver,"GROSS, Ricco"
1992,Albertville,Biathlon,Biathlon,GER,Men,20KM,Silver,"KIRCHNER, Mark"
1992,Albertville,Biathlon,Biathlon,GER,Women,15KM,Gold,"HARVEY, Antje"
1992,Albertville,Biathlon,Biathlon,GER,Women,7.5KM,Silver,"HARVEY, Antje"
1992,Albertville,Biathlon,Biathlon,SWE,Men,20KM,Bronze,"LÖFGREN, Mikael"
1992,Albertville,Biathlon,Biathlon,EUN,Men,4X7.5KM Relay,Silver,EUN
1992,Albertville,Biathlon,Biathlon,EUN,Women,4X7.5KM Relay,Bronze,EUN
1992,Albertville,Biathlon,Biathlon,FRA,Women,4X7.5KM Relay,Gold,FRA
1992,Albertville,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Gold,GER
1992,Albertville,Biathlon,Biathlon,GER,Women,4X7.5KM Relay,Silver,GER
1992,Albertville,Biathlon,Biathlon,SWE,Men,4X7.5KM Relay,Bronze,SWE
1992,Albertville,Bobsleigh,Bobsleigh,AUT,Men,Four-Man,Gold,AUT
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Silver,GER
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Bronze,GER
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Silver,GER
1992,Albertville,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Bronze,SUI
1992,Albertville,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Gold,SUI
1992,Albertville,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Silver,CAN
1992,Albertville,Ice Hockey,Ice Hockey,EUN,Men,Ice Hockey,Gold,EUN
1992,Albertville,Ice Hockey,Ice Hockey,TCH,Men,Ice Hockey,Bronze,TCH
1992,Albertville,Luge,Luge,AUT,Men,Singles,Bronze,"SCHMIDT, Markus"
1992,Albertville,Luge,Luge,AUT,Men,Singles,Silver,"PROCK, Markus"
1992,Albertville,Luge,Luge,AUT,Women,Singles,Gold,"NEUNER, Doris"
1992,Albertville,Luge,Luge,AUT,Women,Singles,Silver,"NEUNER, Angelika"
1992,Albertville,Luge,Luge,GER,Men,Singles,Gold,"HACKL, Georg"
1992,Albertville,Luge,Luge,GER,Women,Singles,Bronze,"ERDMANN, Susi-Lisa"
1992,Albertville,Luge,Luge,GER,Men,Doubles,Gold,GER
1992,Albertville,Luge,Luge,GER,Men,Doubles,Silver,GER
1992,Albertville,Luge,Luge,ITA,Men,Doubles,Bronze,ITA
1992,Albertville,Skating,Figure skating,CAN,Men,Pairs,Bronze,"EISLER, Lloyd"
1992,Albertville,Skating,Figure skating,CAN,Women,Pairs,Bronze,"BRASSEUR, Isabelle"
1992,Albertville,Skating,Figure skating,EUN,Men,Ice Dancing,Bronze,"ZHULIN, Aleksandr"
1992,Albertville,Skating,Figure skating,EUN,Men,Ice Dancing,Gold,"PONOMARENKO, Sergey"
1992,Albertville,Skating,Figure skating,EUN,Men,Individual,Gold,"PETRENKO, Viktor"
1992,Albertville,Skating,Figure skating,EUN,Men,Pairs,Gold,"DMITRIYEV, Artur"
1992,Albertville,Skating,Figure skating,EUN,Men,Pairs,Silver,"PETROV, Denis"
1992,Albertville,Skating,Figure skating,EUN,Women,Ice Dancing,Bronze,"USOVA, Maya"
1992,Albertville,Skating,Figure skating,EUN,Women,Ice Dancing,Gold,"KLIMOVA, Marina"
1992,Albertville,Skating,Figure skating,EUN,Women,Pairs,Gold,"MISHKUTYONOK, Natalya"
1992,Albertville,Skating,Figure skating,EUN,Women,Pairs,Silver,"BECHKE, Yelena"
1992,Albertville,Skating,Figure skating,FRA,Men,Ice Dancing,Silver,"DUCHESNAY, Paul"
1992,Albertville,Skating,Figure skating,FRA,Women,Ice Dancing,Silver,"DUCHESNAY-DEAN, Isabelle"
1992,Albertville,Skating,Figure skating,JPN,Women,Individual,Silver,"ITO, Midori"
1992,Albertville,Skating,Figure skating,TCH,Men,Individual,Bronze,"BARNA, Petr"
1992,Albertville,Skating,Figure skating,USA,Men,Individual,Silver,"WYLIE, Paul"
1992,Albertville,Skating,Figure skating,USA,Women,Individual,Bronze,"KERRIGAN, Nancy"
1992,Albertville,Skating,Figure skating,USA,Women,Individual,Gold,"YAMAGUCHI, Kristi"
1992,Albertville,Skating,Short Track Speed Skating,CAN,Men,1000M,Silver,"BLACKBURN, Frédéric"
